,0,1,2,3,4,5
315,2024-09-02T09:15:00+05:30,25333.6,25333.65,25282.25,25305.2,0
316,2024-09-02T10:15:00+05:30,25303.35,25320.4,25291.35,25315.4,0
317,2024-09-02T11:15:00+05:30,25315.8,25322.0,25281.8,25300.5,0
318,2024-09-02T12:15:00+05:30,25301.5,25304.1,25235.55,25255.7,0
319,2024-09-02T13:15:00+05:30,25255.8,25283.65,25244.95,25275.75,0
320,2024-09-02T14:15:00+05:30,25275.4,25290.35,25258.0,25280.1,0
321,2024-09-02T15:15:00+05:30,25279.6,25289.85,25258.6,25273.9,0
322,2024-09-03T09:15:00+05:30,25313.4,25321.7,25241.4,25265.25,0
323,2024-09-03T10:15:00+05:30,25265.3,25274.55,25242.85,25243.85,0
324,2024-09-03T11:15:00+05:30,25242.25,25264.45,25236.45,25259.45,0
325,2024-09-03T12:15:00+05:30,25259.25,25284.65,25249.5,25282.7,0
326,2024-09-03T13:15:00+05:30,25283.75,25298.3,25252.1,25272.05,0
327,2024-09-03T14:15:00+05:30,25272.75,25304.1,25262.95,25276.3,0
328,2024-09-03T15:15:00+05:30,25277.05,25285.3,25260.75,25268.85,0
329,2024-09-04T09:15:00+05:30,25089.95,25158.25,25083.8,25152.45,0
330,2024-09-04T10:15:00+05:30,25152.9,25157.35,25094.65,25128.7,0
331,2024-09-04T11:15:00+05:30,25129.2,25144.2,25118.0,25134.15,0
332,2024-09-04T12:15:00+05:30,25134.45,25154.3,25124.95,25153.2,0
333,2024-09-04T13:15:00+05:30,25153.3,25191.8,25152.5,25163.65,0
334,2024-09-04T14:15:00+05:30,25164.3,25211.1,25145.75,25210.1,0
335,2024-09-04T15:15:00+05:30,25209.6,25215.5,25201.25,25206.35,0
336,2024-09-05T09:15:00+05:30,25250.5,25275.45,25187.55,25207.0,0
337,2024-09-05T10:15:00+05:30,25207.3,25212.8,25152.15,25193.6,0
338,2024-09-05T11:15:00+05:30,25193.35,25198.6,25168.8,25188.9,0
